"STATION","NAME","DATE","AWND","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT22"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-04","12.75",,"0.00",,"0.0","0.0",,"71","48",,"  340","  350","32.0","40.9",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-05","12.53",,"0.00",,"0.0","0.0",,"60","42",,"  340","  340","25.9","31.1",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-06","12.08",,"0.00",,"0.0","0.0",,"60","38",,"  350","  320","25.9","31.1",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-07","15.21",,"0.00",,"0.0","0.0",,"63","41",,"  310","  300","28.0","34.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-08","15.21",,"0.00",,"0.0","0.0",,"70","43",,"  290","  290","28.0","38.0",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-09","18.79",,"0.00",,"0.0","0.0",,"66","50",,"  280","  280","38.9","49.0",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-10","12.75",,"0.00",,"0.0","0.0",,"63","42",,"  260","  250","25.1","33.1",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-11","11.41",,"0.00",,"0.0","0.0",,"55","44",,"  320","  300","17.0","28.0",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-12","12.75",,"0.00",,"0.0","0.0",,"62","43",,"   10","  360","25.9","30.0",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-13","7.38",,"0.00",,"0.0","0.0",,"67","40",,"  270","  270","16.1","23.0",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-14","9.84",,"0.00",,"0.0","0.0",,"74","42",,"  230","  230","25.1","29.1",,,,,,,"    1",,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-15","10.07",,"0.00",,"0.0","0.0",,"80","59",,"  270","  270","23.0","31.1",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-16","7.61",,"0.00",,"0.0","0.0",,"88","61",,"  130","  130","16.1","21.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-17","11.86",,"0.00",,"0.0","0.0",,"82","63",,"  350","  310","21.9","30.0",,,,,,,"    1",,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-18","8.72",,"0.01",,"0.0","0.0",,"63","50",,"  350","  360","23.0","29.1",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-19","6.71",,"0.01",,"0.0","0.0",,"70","49",,"  150","  140","15.0","17.0",,,,,,,"    1",,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-20","5.37",,"0.00",,"0.0","0.0",,"70","49",,"  150","  140","14.1","17.0",,,,,,,,,,"    1","    1",,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-21","8.28",,"0.26",,"0.0","0.0",,"74","56",,"  270","  280","31.1","38.0",,,"    1",,,,,,,"    1","    1",,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-22","15.43",,"2.64",,"0.0","0.0",,"57","46",,"  360","  360","29.1","32.0","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-23","13.87",,"0.14",,"0.0","0.0",,"55","42",,"  230","   40","21.0","31.1","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-24","15.66",,"0.00",,"0.0","0.0",,"61","41",,"  250","  230","25.9","36.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-25","7.61",,"0.00",,"0.0","0.0",,"65","41",,"  290","  310","21.0","33.1",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-26","5.59",,"0.02",,"0.0","0.0",,"59","40",,"  130","  140","14.1","19.9","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-27","17.00",,"0.00",,"0.0","0.0",,"57","42",,"  310","  280","31.1","38.9","    1",,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-28","10.51",,"0.00",,"0.0","0.0",,"61","38",,"  230","  320","15.0","23.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-29","12.30",,"0.00",,"0.0","0.0",,"67","42",,"  330","  280","25.1","34.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-04-30","8.05",,"0.00",,"0.0","0.0",,"59","40",,"  360","  360","21.9","25.1",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-01","5.59",,"0.40",,"0.0","0.0",,"73","53",,"  320","  320","12.1","17.0",,,"    1",,,,"    1",,,,"    1",,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-02","5.14",,"0.14",,"0.0","0.0",,"58","51",,"  160","  150","8.9","13.0",,,,,,,,,,"    1",,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-03","2.91",,"0.51",,"0.0","0.0",,"58","51",,"  290","  290","16.1","17.9",,,"    1",,,,"    1",,,,"    1",,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-04","5.82",,"0.04",,"0.0","0.0",,"76","54",,"  340","  220","15.0","17.0",,,"    1",,,,,,,"    1","    1",,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-05","4.25",,"0.00",,"0.0","0.0",,"63","56",,"  130","  170","12.1","15.0",,,,,,,"    1",,,"    1","    1",,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-06","6.26",,"0.00",,"0.0","0.0",,"65","52",,"  160","  150","12.1","17.9","    1",,,,,,,,,"    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-07","5.37",,"0.00",,"0.0","0.0",,"64","51",,"  140","  140","13.0","17.0",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-08","7.61",,"0.03",,"0.0","0.0",,"73","56",,"  170","  170","19.9","25.9",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-09","6.04",,"0.22",,"0.0","0.0",,"71","59",,"  220","  220","15.0","21.9","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-10","14.09",,"0.15",,"0.0","0.0",,"67","52",,"  300","  300","28.0","40.0",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-11","12.53",,"0.00",,"0.0","0.0",,"73","48",,"  260","  280","25.1","36.0",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-12","7.61",,"0.00",,"0.0","0.0",,"81","50",,"  250","  280","16.1","23.0",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-13","9.40",,"0.00",,"0.0","0.0",,"84","60",,"  230","  240","17.9","21.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-14","6.26",,"0.03",,"0.0","0.0",,"71","63",,"  230","  220","17.0","19.9",,,,,,,"    1",,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-15","5.82",,"0.47",,"0.0","0.0",,"68","62",,"  150","  130","12.1","16.1",,,"    1",,,,,,,"    1",,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-16","6.93",,"0.15",,"0.0","0.0",,"82","62",,"  220","  230","17.0","23.9",,,,,,,,,,"    1",,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-17","7.83",,"0.00",,"0.0","0.0",,"74","54",,"  340","  360","23.9","30.0",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-18","6.93",,"0.00",,"0.0","0.0",,"70","53",,"  140","  120","15.0","19.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-19","4.92",,"0.00",,"0.0","0.0",,"80","50",,"   80","  160","15.0","19.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-20","8.50",,"0.00",,"0.0","0.0",,"80","55",,"  100","   50","16.1","23.0",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-21","7.38",,"1.62",,"0.0","0.0",,"66","59",,"   40","   40","14.1","17.0",,,"    1",,,,,,,"    1","    1",,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-22","7.61",,"0.15",,"0.0","0.0",,"72","61",,"   20","   10","15.0","19.9","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-23","4.70",,"0.09",,"0.0","0.0",,"77","63",,"  100","  110","14.1","19.9",,,,,,,"    1",,,"    1",,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-24","6.71",,"0.20",,"0.0","0.0",,"67","63",,"  100","   90","15.0","21.0",,"    1","    1",,,,,,,,"    1",,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-25","4.70",,"0.01",,"0.0","0.0",,"78","62",,"  110","  110","12.1","14.1",,,,,,,"    1",,,"    1","    1",,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-26","6.49",,"0.00",,"0.0","0.0",,"86","66",,"  240","  330","15.0","19.9",,,,,,,,,,,"    1",,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-27","4.92",,"0.06",,"0.0","0.0",,"83","70",,"  140","  230","13.0","19.9",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-28","5.82",,"0.00",,"0.0","0.0",,"91","70",,"  160","  160","16.1","19.9",,,,,,,,,,,"    1",,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-29","11.41",,"0.05",,"0.0","0.0",,"92","70",,"  230","  270","23.9","33.1",,,"    1",,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-30","5.37",,"0.00",,"0.0","0.0",,"79","69",,"  170","  190","10.1","15.0",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-05-31","10.51",,"0.00",,"0.0","0.0",,"83","65",,"  310","  320","19.9","25.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-01","12.75",,"0.17",,"0.0","0.0",,"74","60",,"  100","  110","25.1","34.9","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-02","10.74",,"0.43",,"0.0","0.0",,"78","61",,"  260","  110","23.0","31.1",,,,,,,,,,"    1",,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-03","10.96",,"0.00",,"0.0","0.0",,"79","55",,"  270","  250","28.0","34.9",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-04","10.51",,"0.56",,"0.0","0.0",,"64","54",,"   10","   10","21.0","25.1","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-05","8.05",,"0.00",,"0.0","0.0",,"66","51",,"   10","   10","16.1","25.1",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-06","4.25",,"0.63",,"0.0","0.0",,"73","53",,"  120","  130","16.1","23.9",,,"    1",,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-07","6.04",,"0.00",,"0.0","0.0",,"80","59",,"  230","  200","17.0","21.9",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-08","7.16",,"0.00",,"0.0","0.0",,"85","59",,"  250","  250","23.9","28.0",,,"    1",,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-09","6.49",,"0.00",,"0.0","0.0",,"82","64",,"  270","  270","17.0","23.0",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-10","5.14",,"0.06",,"0.0","0.0",,"87","67",,"  120","  110","14.1","21.0",,,"    1",,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-11","9.17",,"0.00",,"0.0","0.0",,"75","66",,"  140","  140","17.9","25.9",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-12","7.61",,"1.25",,"0.0","0.0",,"74","66",,"  180","  150","14.1","21.0","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-13","10.07",,"0.28",,"0.0","0.0",,"73","65",,"   30","  360","21.0","25.9","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-14","8.95",,"0.00",,"0.0","0.0",,"78","63",,"   40","   60","15.0","21.0",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-15","6.26",,"0.00",,"0.0","0.0",,"80","60",,"  150","  160","16.1","23.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-16","7.83",,"0.00",,"0.0","0.0",,"79","62",,"  130","  140","17.0","21.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-17","5.82",,"0.00",,"0.0","0.0",,"70","61",,"  150","  140","15.0","17.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-18","5.82",,"0.00",,"0.0","0.0",,"69","60",,"  150","  130","12.1","16.1",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-19","6.71",,"0.00",,"0.0","0.0",,"81","64",,"  250","  250","14.1","21.0",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-20","8.05",,"0.00",,"0.0","0.0",,"98","70",,"  250","  270","16.1","28.0","    1",,,,,,,,,"    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-21","9.40",,"0.00",,"0.0","0.0",,"99","79",,"  260","  260","17.9","23.0",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-22","5.37",,"0.37",,"0.0","0.0",,"96","71",,"  300","  320","31.1","36.9",,,"    1",,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-23","9.62",,"0.00",,"0.0","0.0",,"88","69",,"  290","  310","19.9","25.9",,,"    1",,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-24","5.82",,"0.00",,"0.0","0.0",,"88","65",,"  290","  150","15.0","21.9",,,,,,,"    1",,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-25","6.49",,"1.16",,"0.0","0.0",,"75","63",,"  330","  320","17.9","23.9",,,"    1",,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-26","15.21",,"0.00",,"0.0","0.0",,"77","59",,"  320","  330","30.0","40.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-27","12.97",,"0.00",,"0.0","0.0",,"86","62",,"  300","  290","25.1","36.0",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-28","9.40",,"0.00",,"0.0","0.0",,"92","66",,"  260","  260","19.9","23.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-29","8.72",,"0.11",,"0.0","0.0",,"97","72",,"  240","  240","19.9","28.0",,,"    1",,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-06-30","10.29",,"0.00",,"0.0","0.0",,"97","77",,"  240","  270","19.9","25.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-01","10.51",,"0.00",,"0.0","0.0",,"98","72",,"  330","  330","25.1","31.1",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-02","8.72",,"0.00",,"0.0","0.0",,"91","71",,"  340","  320","19.9","25.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-03","6.93",,"0.00",,"0.0","0.0",,"95","70",,"  240","  260","17.0","21.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-04","9.17",,"0.05",,"0.0","0.0",,"97","73",,"  250","  290","17.9","23.0",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-05","10.51",,"0.00",,"0.0","0.0",,"98","76",,"  330","  320","17.9","29.1",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-06","6.49",,"0.00",,"0.0","0.0",,"98","70",,"  240","  250","14.1","17.0",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-07","9.17",,"0.00",,"0.0","0.0",,"102","77",,"  330","  340","25.9","32.0",,,"    1",,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-08","7.83",,"0.01",,"0.0","0.0",,"96","77",,"  170","  180","17.0","23.9",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-09","8.72",,"0.00",,"0.0","0.0",,"87","73",,"  360","   30","15.0","17.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-10","7.83",,"0.00",,"0.0","0.0",,"87","71",,"  150","  170","14.1","17.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-11","4.92",,"0.00",,"0.0","0.0",,"86","73",,"  150","  150","14.1","17.0",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-12","6.49",,"0.00",,"0.0","0.0",,"89","71",,"  180","  190","16.1","19.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-13","5.14",,"0.00",,"0.0","0.0",,"89","73",,"  140","  140","12.1","15.0",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-14","8.72",,"0.00",,"0.0","0.0",,"87","73",,"  230","  240","23.0","28.0",,,,,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-15","8.05",,"0.18",,"0.0","0.0",,"92","73",,"  260","  260","23.9","32.0",,,"    1",,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-16","8.28",,"0.00",,"0.0","0.0",,"95","71",,"  280","  290","17.0","23.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-17","11.18",,"0.00",,"0.0","0.0",,"100","74",,"  240","  230","23.0","30.0",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-18","9.62",,"0.57",,"0.0","0.0",,"104","74",,"  330","  330","33.1","42.9",,,"    1",,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-19","7.38",,"0.03",,"0.0","0.0",,"77","72",,"   10","   60","16.1","19.9",,,,,,,,,,"    1",,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-20","9.84",,"0.63",,"0.0","0.0",,"73","64",,"   40","   40","19.9","23.9","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-21","7.83",,"0.00",,"0.0","0.0",,"79","64",,"  160","  180","13.0","17.0",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-22","6.71",,"0.00",,"0.0","0.0",,"84","66",,"  160","  160","15.0","19.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-23","8.05",,"0.05",,"0.0","0.0",,"91","70",,"  200","  220","17.0","21.0",,,"    1",,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-24","14.76",,"0.00",,"0.0","0.0",,"96","75",,"  330","  320","28.0","36.9",,,"    1",,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-25","10.29",,"0.00",,"0.0","0.0",,"89","69",,"  340","  310","21.0","28.0",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-26","9.62",,"0.73",,"0.0","0.0",,"94","70",,"  320","  310","33.1","46.1",,,"    1",,,,,,,"    1",,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-27","8.05",,"0.00",,"0.0","0.0",,"90","72",,"  260","  290","17.0","23.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-28","7.16",,"0.02",,"0.0","0.0",,"82","71",,"   20","   20","19.9","23.0",,,,,,,"    1",,,"    1",,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-29","5.82",,"0.00",,"0.0","0.0",,"82","69",,"   40","   50","17.0","21.0",,,"    1",,,,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-30","5.82",,"0.00",,"0.0","0.0",,"83","71",,"  150","  130","15.0","19.9",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-07-31","5.59",,"0.00",,"0.0","0.0",,"82","72",,"   90","   80","12.1","15.0",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-08-01","3.58",,"0.38",,"0.0","0.0",,"81","70",,"  180","  140","15.0","21.0",,,"    1",,,,,,,"    1",,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-08-02","6.49",,"0.00",,"0.0","0.0",,"93","68",,"  240","  240","17.0","21.9",,,,,,,,,,"    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-08-03","6.71",,"0.00",,"0.0","0.0",,"93","74",,"  180","  160","14.1","17.9",,,,,,,"    1",,,"    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-08-04","5.82",,"0.00",,"0.0","0.0",,"90","76",,"  140","  130","16.1","21.9",,,"    1",,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-08-05","11.86",,"0.17",,"0.0","0.0",,"95","74",,"  260","  250","46.1","59.9",,,"    1",,,,,,"    1",,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-08-06","10.96",,"0.04",,"0.0","0.0",,"89","74",,"  280","  270","21.0","30.0","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-08-07","6.04",,"0.00",,"0.0","0.0",,"83","66",,"  150","  150","14.1","17.0",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-08-08","4.03",,"0.00",,"0.0","0.0",,"88","72",,"  160","  140","13.0","16.1",,,,,,,"    1",,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2012-08-09","6.04",,"0.59",,"0.0","0.0",,"90","73",,"  250","  250","23.9","29.1",,,"    1",,,,,,,,,,"    1",,,
